url,title,body
https://api.github.com/repos/OfficeDev/office-js/issues/1623,Mac new Outlook client not support: Office.context.mailbox.item.enhancedLocation.addAsync,"Mac **new** Outlook client, which is use the new UI for Mac.
version: 16.45(21011103)
code segment:
```
var locations = [
  {
    id: ""Contoso"",
    type: Office.MailboxEnums.LocationType.Custom
  },
  {
    id: ""room500@test.com"",
    type: Office.MailboxEnums.LocationType.Room
  }
];
Office.context.mailbox.item.enhancedLocation.addAsync(locations, (result) => {
  console.log(result);
});
```
error message:
Object

error: Object

code: 7000

message: ""You don't have sufficient permissions for this action.""

name: ""Permission Denied""

![image](https://user-images.githubusercontent.com/1878089/106227435-212eec00-6224-11eb-918e-6be6e477e73d.png)
"
https://api.github.com/repos/OfficeDev/office-js/issues/1619,Add-in fails to load on Outlook iOS,"We have an add-in works fine on desktop Outlook and OWA. When we enabled it for mobile it fails to load on iOS Outlook app. 
Is there way to inspect logs for the add-in that is loading on iOS Outlook app? 

Additional information:
1) Since the add-ins are web apps essentially, we tried loading it in Safari iOS and it works fine.
2) Cookies are not the cause. 
3) We are unable to route the traffic thru fiddler as Outlook app does not trust fiddler certs. 

Environment:
iOS v14.3
iPhone 8"
https://api.github.com/repos/OfficeDev/office-js/issues/1615,Outlook Windows Desktop `appendOnSendAsync()` not appending to draft messages and stripping text.,"## Expected Behavior
Replying to an inline message `appendOnSendAsync()` that is not a draft appends whatever text I want. Opening an inline message that is a draft `appendOnSendAsync()` allows me to add new text, continue composing and insert whatever text I want. 

## Current Behavior
Replying to an inline message `appendOnSendAsync()` that is not a draft appends whatever text I want. Opening an inline message that is a draft `appendOnSendAsync()` doesn't allow me to finish composing a message, instead it sends the text that was originally in the draft, as shown below, and doesn't append the text in `appendOnSendAsync()`, even though `appendOnSendAync()` returns a successful resolution.

## Steps to Reproduce
 *** Note, Logs look the same but they are two separate screenshots ***

Working:
https://user-images.githubusercontent.com/61157542/105898469-76ca8500-5fe7-11eb-92f3-5f6ef012598a.mp4
Logs:
![Screen Shot 2021-01-26 at 3 00 32 PM](https://user-images.githubusercontent.com/61157542/105898579-9cf02500-5fe7-11eb-8edd-02e262a46738.png)

Draft Bug:
https://user-images.githubusercontent.com/61157542/105898477-79c57580-5fe7-11eb-8f69-5f252e8e5a41.mp4
Logs:
![Screen Shot 2021-01-26 at 3 00 36 PM](https://user-images.githubusercontent.com/61157542/105898603-a2e60600-5fe7-11eb-85ba-f053297f7028.png)

As you can see the async returns with a successful promise, but with the text and new content missing :/
![Screen Shot 2021-01-26 at 3 10 41 PM](https://user-images.githubusercontent.com/61157542/105899439-ab8b0c00-5fe8-11eb-9b43-cfe36d4dac78.png)

## Context
Here is the code I'm running:
```
public appendOnSend(html: string): Promise<Office.AsyncResult<void>> {
        return new Promise<Office.AsyncResult<void>>((resolve, reject) => {
            // We actually are grabbing the old body somehow?
            Office.context.mailbox.item.body.getAsync(
                ""text"",
                { asyncContext: ""This is passed to the callback"" },
                function callback(result) {
                    console.log(""Here is the message it has grabbed"");
                    console.log(result.value);
                });
            return new Promise<Office.AsyncResult<void>>((resolve, reject) => {
                console.log(""Calling 'appendOnSendAsync"");
                (Office.context.mailbox.item.body as any).appendOnSendAsync(
                    ""For Microsoft To See I Am Missing!"",
                    { coercionType: Office.CoercionType.Html },
                    (asyncResult) => {
                        if (asyncResult.status === Office.AsyncResultStatus.Succeeded) {
                            console.log(""** Office.AsyncResultStatus.Succeeded **"");
                            resolve(asyncResult);
                        } else if (asyncResult.error) {
                            reject(asyncResult.error);
                        } else {
                            reject(asyncResult);
                        }
                    }
                );
            });
        });
```

## My Environment
Microsoft Outlook Windows Desktop, Version 2102 (Build 13714.20000)


Thanks in advance, please let me know if you need anything else!
"
https://api.github.com/repos/OfficeDev/office-js/issues/1600,Function saveAsync does not work after removing item,"**Issue:**
Function saveAsync does not work after removing Email and throw the error:
{
   ""code"": 9021,
   ""message"": ""Connection error occurred while trying to save the item on the server."",
   ""name"": ""SaveError""
}

**Steps to Reproduce**
1. Open add-in in compose mode 
2. call `saveAsync` - Email will be saved as draft item.
3. remove email
4. call again `saveAsync`
5. call fails with following error above

In order to remove item we are using the code below:
  ```
  var deleteRequest =
                        '<?xml version=""1.0"" encoding=""utf-8""?>' +
                        '<soap:Envelope xmlns:xsi=""https://www.w3.org/2001/XMLSchema-instance""' +
                        '               xmlns:xsd=""https://www.w3.org/2001/XMLSchema""' +
                        '               xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/""' +
                        '               xmlns:t=""http://schemas.microsoft.com/exchange/services/2006/types"">' +
                        '  <soap:Header>' +
                        '    <RequestServerVersion Version=""Exchange2013"" xmlns=""http://schemas.microsoft.com/exchange/services/2006/types"" soap:mustUnderstand=""0"" />' +
                        '  </soap:Header>' +
                        '<soap:Body>' +
                        '<MoveItem xmlns=""http://schemas.microsoft.com/exchange/services/2006/messages"" xmlns:t=""http://schemas.microsoft.com/exchange/services/2006/types"">' +
                        '<ToFolderId>' +
                        '<t:DistinguishedFolderId Id=""deleteditems""/>' +
                        '</ToFolderId>' +
                        '<ItemIds>' +
                        '<t:ItemId Id=""' + data.MsgId + '"" ChangeKey=""' + changeKey + '""/>' +
                        '</ItemIds>' +
                        '</MoveItem>' +
                        '</soap:Body>' +
                        '</soap:Envelope>';
                    var mailbox = Office.context.mailbox;
                    mailbox.makeEwsRequestAsync(deleteRequest, deleteMessageCallback);
```


**Environment**
Platform :Office Desktop
Office version number: 365 MSO (16.0.13530.20132) 64-bit
Operating System: windows 10
"
https://api.github.com/repos/OfficeDev/office-js/issues/1594,[Outlook] OfficeRuntime.auth.getAccessToken Token does not contain scopes named in manifest.xml,"When I try to aquire a token for my current user with the following function:
  ```
  OfficeRuntime.auth.getAccessToken({
        forMSGraphAccess: true
    })
```
the token does not contain the scopes I defined in the manifest.xml.
   ```
 <WebApplicationInfo>
      <Id>${API_ID}</Id>
      <Resource>api://${FULL_CLIENT_PATH}/${API_ID}</Resource>
      <Scopes>
        <Scope>Mail.Read</Scope>
        <Scope>offline_access</Scope>
        <Scope>openid</Scope>
        <Scope>profile</Scope>
        <Scope>User.Read</Scope>
      </Scopes>
    </WebApplicationInfo>
```
Stackoverflow Link: https://stackoverflow.com/questions/65721173/outlook-getaccesstoken-does-not-return-scopes-declared-in-manifest
## Expected Behavior
I expect a property in the decoded JWT 'scopes' that holds the scopes I defined in the manifest, so I can use the permissions to request the graph.

## Current Behavior
The scopes are not in the token.

## Steps to Reproduce, or Live Example
- Create an outlook add-in with yeoman.
- Register your App
- Invoke OfficeRuntime.auth.getAccessToken
- Decode the resulting token with jwt.io

## Context
I am trying to get the selected mail with the backend of my add-in via MS-Graph.

## Your Environment
Chrome
Outlook 365 Web
React
Typescript
ASP.NET Core Web API as backend

## Useful logs
Exception from Microsoft.Graph.GraphServiceClient:
```
Microsoft.Graph.ServiceException
  HResult=0x80131500
  Nachricht = Code: NoPermissionsInAccessToken
Message: The token contains no permissions, or permissions can not be understood.
Inner error:
	AdditionalData:
	oAuthEventOperationId: 9f6ca11c-5309-4587-9172-0b85c6d33929
	oAuthEventcV: 9nG7+owAhke1LWqH3d9RxQ.1
	errorUrl: https://aka.ms/autherrors#error-InvalidGrant
	requestId: 56c8d693-4c48-4f43-bf0d-fba7eae2f4cb
	date: 2021-01-14T15:06:33
ClientRequestId: 56c8d693-4c48-4f43-bf0d-fba7eae2f4cb

  Quelle = Microsoft.Graph.Core
  Stapelüberwachung:
   at Microsoft.Graph.HttpProvider.<SendAsync>d__18.MoveNext()
```
"
https://api.github.com/repos/OfficeDev/office-js/issues/1588,Outlook Exchange Server Environment for Testing,"Hi Team,
Is there any exchange server environment managed by Microsoft where we can perform functional and performance testing on different versions of exchange server.

@office-js @outlook-web-addins"
https://api.github.com/repos/OfficeDev/office-js/issues/1587,Outlook Add-in support for on-premise exchange server,"In our add-in we will be using Outlook Rest API to create and fetch events from the user’s mailbox. It is working fine for us for the mailboxes hosted in cloud. But we also need to add support for On-Premise exchange servers and there is no specific documentation details for the same.
As per the link https://techcommunity.microsoft.com/t5/exchange-team-blog/on-premises-architectural-requirements-for-the-rest-api/ba-p/605609, we can use Outlook Rest APIs with exchange server but as mentioned on https://support.microsoft.com/en-in/help/4462988/rest-api-is-not-yet-supported-for-this-mailbox-error , Rest API are not supported if mailbox is not on cloud.
Outlook Rest API documentation https://docs.microsoft.com/en-us/previous-versions/office/office-365-api/api/version-2.0/use-outlook-rest-api also not mentioning anything about On-Premise Exchange Server. So we are planning to Exchange Webservice as a fallback mechanism but when we are using ews-java-api along with callback token retrieved from Office.context.mailbox.getCallbackTokenAsync({ isRest: false } that also gives me error ""The requested web method is unavailable to this caller or application.""

@office-js @outlook-web-addins
"
https://api.github.com/repos/OfficeDev/office-js/issues/1583,"Very general error when starting an Outlook add-in - ""A device attached to the system is not functioning""","## Expected Behavior
I'd expect my task pane add-in to start correctly and redirect me to a login page

## Current Behavior
I get a blank page on opening the add-in pane. On checking the console logs I get a generic error after some amount of my javascript code runs.
(All systems are localised as nl-NL).
![image](https://user-images.githubusercontent.com/8717/104191262-337fec00-5415-11eb-96a6-b909aa709a19.png)
The english translation of the error is: 
-2147024865 	ERROR_GEN_FAILURE 	A device attached to the system is not functioning

There are no error codes in the network tab, and the content of each request is what I expect it to be.

This doesn't occur on every user's device, but a significant number. I can't see anything relevant in event viewer.

The pages for the add-in load correctly in Internet Explorer on the same device. (the add-in is hosted on Internet Explorer in outlook on these desktops)

## Context
The add-in site is hosted on the same network as the client PCs, there are no connectivity issues and all certificates are trusted.
Having supported running this same add-in on multiple different networks this is my first time seeing this error, and I can find no mentions of it in this repository.
I realise this may not be directly related to this library, but any pointer of where else to report this/get more information would be very helpful.
Compatibility mode is disabled, and there is no enterprise site list in operation.

## Your Environment
<!--- Include as many relevant details about the environment you experienced the bug in -->
* Platform [PC desktop, Mac, iOS, Office on the web]: PC desktop (mixed citrix and full desktop, issue occurs on both)
* Host [Excel, Word, PowerPoint, etc.]: Outlook
* Office version number: Office 365 enterprise (awaiting a response for specific version number)
* Operating System: Windows 10

## Useful logs
<!--- Please include any of the following logs that may help us debugging your issue -->
- [x] Console errors
- [ ] Screenshots
- [ ] Test file (if only happens on a particular file)
"
https://api.github.com/repos/OfficeDev/office-js/issues/1558,"MS login window comes up in browser, not needed, only in Outlook Client Application","I have an outlook add-in and, when it's loaded it should read the token via the MSAL library (updated at version 1.4.4.) and in case it's not found load a sign-in button, and after click an authentication form appears in outlook app. 
It's happening , but at the load of add-in (so not at click of button) another thing not needed is happening: a browser with the authentication page comes out. 

In outlook web it's not happening; only in client app Outlook version 2008, build 13127.20638, on Windows 10. 

Any hint about will be appreciated. 
Thank you so much!"
https://api.github.com/repos/OfficeDev/office-js/issues/1551,Microsoft Publish Failure for Outlook Addin,"Hi
I have developed an Outlook for Windows Add-in using Office.js. 
The add-in has functionality ​to assist users in scheduling and  starting a meeting in Microsoft Outlook quickly. Add-in has settings UI so that user can save its room/pin/username for meeting. There is a custom tab which opens new appointment window with pre-populated text.
I have submitted it on Microsoft Store for publish. But It fails on Microsoft Validation. They has reported the reason of failure:
**""Your offer demostrate insufficient interaction with our service in Message Read mode. Please consider adding functionality which either reads information from or writes information to the Office Client.""**

Please help me to understand and solve this issue. Looking forward for response in this regard. Thanks!"
https://api.github.com/repos/OfficeDev/office-js/issues/1550,[Outlook] Installing add-in thru URL fails but works fine when I use the downloaded xml,"When I use the option to install the add-in via the url it throws an error. But when I down the manifest.xml  and tried to install it works fine.
The add-in for Outlook and not part of the store. It is a managed/centrally deployed add-in. 

manifest url: https://<domain>/manfiest or https://<domain>/manfiest.xml

Exception when using the URL:
{""anonUID"":"""",""BillingRegion"":""US"",""Browser"":""Chrome87"",""CID"":"""",""HexPUID"":"""",""SourceClient"":""WAC_Outlook"",""OfficeVersion"":""16.2130.0.9999"",""ContentCulture"":""en-US"",""CorrelationID"":""c61657ed-c7d0-4de6-b730-b9a042610e0a"",""Domain"":""store.office.com"",""GateHashes"":""282052946,1039894021,86226609"",""GeographicRegion"":""US"",""OperatingSystem"":""WindowsNT10Dot0"",""ReferralUrl"":"""",""ServiceScope"":""OutlookStoreService"",""StateScope"":""OutlookStore"",""UICulture"":""en-US"",""UserAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36"",""User_HashID"":""2_holX5056EbkwZqVy6xc6SqULAnrUlIyzKSTh8g65bkI="",""VerboseEnabled"":""False"",""OmexSession"":""7d09f819-8f9d-4ea8-87c4-51c3e5642415"",""NecessaryServiceDataEventTypes"":[""ONREADY"",""ONCLICK"",""INCLIENTADDINSTATECHANGE"",""PERFORMANCE"",""TIMEMETRIC""],""PageUrl"":""https://store.office.com/gyro/client?client=WAC_Outlook&cv=16.2130.0.9999&ui=en-US&rs=en-US&timestamp=1607977266370&ep=ma&exchver=15.20.3654.25&privateenabled=true&cb=x&ClientSessionId=8e1bbbb3-ac69-ec2f-db10-26ac456ea7b7&userPuid=0&gates=Marketplace.Outlook.Pin.Addin.Options,Marketplace.Outlook.Pin.Addin.Calendar.Options#/?Category=MyAddIns&OrderBy=None%20Desc"",""BTS"":""2020-12-14T20:36:57.577Z"",""EventType"":""Error message from Exchange service An internal server error occurred. The operation failed., No such host is known""}

The manifest validation seems to be fine:
![MicrosoftTeams-image](https://user-images.githubusercontent.com/52792802/102134140-25de4300-3e24-11eb-8e58-72499e3ca8e4.png)

"
https://api.github.com/repos/OfficeDev/office-js/issues/1549,A problem occurred while trying to access this add-in.,"Hello,

since I installed the Microsoft Edge DevTools (Preview) last night I can't access my add-in in Outlook. I get the following error message: ""A problem occurred while trying to access this add-in."".

However, it works fine in Outlook Web. And also on my old laptop the add-in still works.

Does anyone else have any ideas perhaps? (On my old laptop it works fine in Outlook. I have already uninstalled and reinstalled Outlook).

Many greetings , Ines"
https://api.github.com/repos/OfficeDev/office-js/issues/1541,setSelectedDataAsync with Html coercion does not work on Outlook on Big Sur,"Trying to add text or HTML to a mail body with `Office.context.mailbox.item.body.setSelectedDataAsync` function does not work reporting that a generic internal error occurred in Outlook for Mac on Big Sur after a non-deterministic number of insertions.

## Expected Behavior
The content should be inserted in the body without any issue.

## Current Behavior
Calling `setSelectedDataAsync` multiple times with Html coercion rises an internal error after a non-determistic number of calls of such a function. After this event happens, the next calls of `setSelectedDataAsync` results into the generic internal error too. The content is not inserted in the body.

## Steps to Reproduce, or Live Example

1. Clone `https://github.com/fusiled/outlook-addin-setselecteddatasync-test-bug`
2. Install the dependencies with npm: `npm install`
3. Run the dev server: `npm run dev-server`
4. Import the local manifest of the add-in
5. Compose a new message on outlook
6. Sideload the installed addin (more specifically `Contoso Taks Pane Add-in -> Show Taskpane`)
7. Click the `Run` button at the bottom of the sidepane multiple times until the text is not added anymore to the body
8. At some point, the content is not going to be added anymore to the body 

## Context
Just adding Html content to the mail body. Also adding text with Html coercion generates the same issue. The following snippet causes the issue:

```
const variabile = renderToStaticMarkup(<span>123456</span>);
Office.context.mailbox.item.body.setSelectedDataAsync(variabile,
        {coercionType: Office.CoercionType.Html},
        (asyncResult) => {
            if (asyncResult.status == Office.AsyncResultStatus.Failed) {
                console.log(""Error during insertion"", asyncResult.error.message);
            }}
);
```

## Your Environment

- Outlook on Mac Version 16.45 (20120702)
- MacOS Big Sur Version 11.0.1

Tested on two different MacBooks.

## Useful logs
Not anything special. Just run an example on Mac Big Sur and the issue should happen.
"
https://api.github.com/repos/OfficeDev/office-js/issues/1534,Outlook Clients Do Not Follow Manifest Locale-based values.,"<!--- Provide a general summary of the issue in the Title above -->
Outlook clients, unlike OWA, does not display the right locale-based text values.

## Expected Behavior
<!--- Tell us what you expected to happen -->
Outlook clients must display the right locale-based text.

## Current Behavior
<!--- Tell us what happens instead of the expected behavior -->
<!--- If suggesting a change/improvement, explain the difference from current behavior -->
The current behavior is that Outlook clients do not display the locale-based text.
Instead it displays the default value.

## Steps to Reproduce, or Live Example
<!--- Ideally, provide a link to a live example, created and shared using -->
<!--- [Script Lab](https://aka.ms/scriptlab). If relevant, create two buttons, -->
<!--- one that sets up data in the document, and another that exemplifies the issue. -->
1. Download and install the evernote addin. This evernote addin has a [French (""fr"") value](https://imgur.com/a/2LG6aNB) for the tool tip text.
2. Once downloaded, hover over the addin name on your addin list and see the French tooltip text. Like in [this image](https://imgur.com/a/qdK85qP).
3. Now open your Outlook client and set the default language to French. 
4. Once the client is in French, hover over the Evernote Addin Button. 
5. The tooltip text for the addin displays the ""default"" value and not the French value. This bug is shown [here](https://imgur.com/a/jITkR5t).

<!--- If not possible, or if the snippet requires extra explanation, provide repro steps below: -->


## Context
<!--- How has this issue affected you? What are you trying to accomplish? -->
<!--- Providing context helps us come up with a solution that is most useful in the real world -->

## Your Environment
<!--- Include as many relevant details about the environment you experienced the bug in -->
* Platform [PC desktop, Mac, iOS, Office on the web]: Windows Desktop
* Host [Excel, Word, PowerPoint, etc.]: Outlook
* Office version number: 2011 (More details [here](https://imgur.com/a/6AbuJnG).) 
* Operating System: Windows 10
* Browser (if using Office on the web): _____

## Useful logs
<!--- Please include any of the following logs that may help us debugging your issue -->
- [ ] Console errors
- [ ] Screenshots
- [ ] Test file (if only happens on a particular file)
"
https://api.github.com/repos/OfficeDev/office-js/issues/1528,Outlook always resets the cursor position after handling a drag&drop email attachment.,"<!--- Provide a general summary of the issue in the Title above -->
We have an Outlook Add-in that can handle attachments by uploading them to a secure storage location and inserting a Url into the body of the email that can be used to access the file.

Our problem is that when the user adds attachments using drag and drop the cursor is being reset so that it is just before the inserted Url rather than after it.
## Expected Behavior
<!--- Tell us what you expected to happen -->
I expect that the insert cursor will be where I placed it just after the inserted Url as shown in this screen shot taken after an attachment was added with the ""Attach File"" button:

![After-button-attachment](https://user-images.githubusercontent.com/22990021/100686626-8ef98d00-3333-11eb-90f5-f96a32a90529.PNG)

## Current Behavior
<!--- Tell us what happens instead of the expected behavior -->
The cursor is being reset so that it is just before the inserted Url rather than after it as shown in this screen shot taken after an attachment was added by dragging it into the email:
![After-DragAndDrop-attachment](https://user-images.githubusercontent.com/22990021/100686828-f8799b80-3333-11eb-9a16-0982a1a4c383.PNG)

<!--- If suggesting a change/improvement, explain the difference from current behavior -->


## Steps to Reproduce, or Live Example

<!--- Ideally, provide a link to a live example, created and shared using -->
<!--- [Script Lab](https://aka.ms/scriptlab). If relevant, create two buttons, -->
<!--- one that sets up data in the document, and another that exemplifies the issue. -->
Here is the code to create a simple Add-in to reproduce this problem:
[ThisAddIn.zip](https://github.com/OfficeDev/office-js/files/5619794/ThisAddIn.zip)


<!--- If not possible, or if the snippet requires extra explanation, provide repro steps below: -->
## Context
<!--- How has this issue affected you? What are you trying to accomplish? -->
This results in frustrated users because they always have to manually reposition the text insert location after dragging an attachment into their email.
<!--- Providing context helps us come up with a solution that is most useful in the real world -->

## Your Environment
<!--- Include as many relevant details about the environment you experienced the bug in -->
* Platform :PC desktop
* Host : Outlook Version 2010 (Build 13228.20408)
* Operating System: win10

"
